QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3.1 Base,Bugtraq ID,Modified,Published,Remediation type,concat
150515,Apache HTTP Server Prior to 2.4.53 Multiple Security Vulnerabilities,"Remote Discovery, Patch Available",Web Application,"CVE-2022-23943,CVE-2022-22721,CVE-2022-22720,CVE-2022-22719",Apache HTTP Server,"7,5","9,8",,02/15/2023 at 07:01:42 AM (GMT+0100),05/16/2022 at 07:57:14 AM (GMT+0200),Security Patch Installation,"""150515"": ""Security Patch Installation"","
150523,Atlassian Confluence Server and Data Center OGNL Injection Remote Code Execution (RCE) Vulnerability (CVE-2022-26134),"Remote Discovery, Patch Available, Exploit Available, Malware Associated",Web Application,CVE-2022-26134,Atlassian Confluence Security Advisory,"7,5","9,8",,01/12/2023 at 03:25:20 AM (GMT+0100),06/07/2022 at 08:54:42 PM (GMT+0200),Security Patch Installation,"""150523"": ""Security Patch Installation"","
150539,Apache HTTP Server Prior to 2.4.54 Multiple Security Vulnerabilities,"Remote Discovery, Patch Available",Web Application,"CVE-2022-26377,CVE-2022-28330,CVE-2022-28614,CVE-2022-28615,CVE-2022-29404,CVE-2022-30522,CVE-2022-30556,CVE-2022-31813",Apache HTTP Server,"7,5","9,8",,02/15/2023 at 07:01:08 AM (GMT+0100),07/01/2022 at 03:54:50 PM (GMT+0200),Security Patch Installation,"""150539"": ""Security Patch Installation"","
150555,Oracle WebLogic Server Multiple Vulnerabilities (CPUJUL2022),"Remote Discovery, Patch Available",Web Application,"CVE-2022-21564,CVE-2022-21560,CVE-2022-21557,CVE-2022-21548,CVE-2022-24891,CVE-2022-23457",CPUJUL2022,"7,5","9,8",,02/01/2023 at 03:35:33 AM (GMT+0100),08/08/2022 at 07:21:55 AM (GMT+0200),Security Patch Installation,"""150555"": ""Security Patch Installation"","
150556,Atlassian Confluence Server and Data Center : Questions for Confluence App - Hardcoded Credentials (CVE-2022-26138),"Remote Discovery, Patch Available, Malware Associated",Web Application,CVE-2022-26138,Questions For Confluence Security Advisory,9,"9,8",,03/12/2023 at 01:04:49 PM (GMT+0100),08/04/2022 at 11:28:42 AM (GMT+0200),Security Patch Installation,"""150556"": ""Security Patch Installation"","
150557,Apache Spark Shell Command Injection Vulnerability (CVE-2022-33891),"Remote Discovery, Patch Available",Web Application,CVE-2022-33891,Apache Spark,10,"8,8",,03/07/2023 at 07:06:37 PM (GMT+0100),08/08/2022 at 07:22:10 AM (GMT+0200),Security Patch Installation,"""150557"": ""Security Patch Installation"","
150574,Atlassian Bitbucket Server and Data Center - Command Injection Vulnerability (CVE-2022-36804),"Remote Discovery, Patch Available, Exploit Available",Web Application,CVE-2022-36804,Bitbucket Security Advisory,10,"8,8",,01/12/2023 at 07:01:17 AM (GMT+0100),09/27/2022 at 10:41:52 AM (GMT+0200),Security Patch Installation,"""150574"": ""Security Patch Installation"","
150584,GLPI HtmlLawed Module Command Injection Vulnerability (CVE-2022-35914),"Remote Discovery, Patch Available",Web Application,CVE-2022-35914,CVE-2022-35914,10,"9,8",,03/07/2023 at 07:06:35 PM (GMT+0100),10/17/2022 at 08:51:27 AM (GMT+0200),Security Patch Installation,"""150584"": ""Security Patch Installation"","
150585,FortiOS Authentication Bypass Vulnerability (CVE-2022-40684),"Remote Discovery, Patch Available, Exploit Available",Web Application,CVE-2022-40684,FG-IR-22-377,10,"9,8",,01/12/2023 at 07:01:29 AM (GMT+0100),10/18/2022 at 09:21:31 AM (GMT+0200),Security Patch Installation,"""150585"": ""Security Patch Installation"","
150626,Citrix Application Delivery Controller (ADC) and Citrix Gateway Remote Code Execution (RCE) Vulnerability (CVE-2022-27518),"Remote Discovery, Remote DiscoveryAuthenticated Discovery, Patch Available",Web Application,CVE-2022-27518,CTX474995,10,"9,8",,01/27/2023 at 03:49:13 AM (GMT+0100),12/26/2022 at 10:24:17 AM (GMT+0100),Security Patch Installation,"""150626"": ""Security Patch Installation"","
150628,Apache Tomcat JsonErrorReportValve Injection Vulnerability (CVE-2022-45143),"Remote Discovery, Patch Available",Web Application,CVE-2022-45143,Apache Tomcat,5,"7,5",,01/11/2023 at 04:11:44 AM (GMT+0100),01/05/2023 at 07:17:45 AM (GMT+0100),Security Patch Installation,"""150628"": ""Security Patch Installation"","
150633,WordPress Jetpack CRM Plugin: Stored Cross Site Scripting Vulnerability (CVE-2022-4497),"Remote Discovery, Patch Available",Web Application,CVE-2022-4497,,"5,5","5,4",,01/14/2023 at 11:04:00 AM (GMT+0100),01/13/2023 at 11:17:23 AM (GMT+0100),Security Patch Installation,"""150633"": ""Security Patch Installation"","
150634,WordPress Royal Elementor Addons Plugin Prior to 1.3.60 Multiple Security Vulnerabilities,"Remote Discovery, Patch Available",Web Application,"CVE-2022-4700,CVE-2022-4701,CVE-2022-4702,CVE-2022-4703,CVE-2022-4704,CVE-2022-4705,CVE-2022-4707,CVE-2022-4708,CVE-2022-4709,CVE-2022-4710,CVE-2022-4711",,"7,5","8,8",,01/30/2023 at 07:23:41 AM (GMT+0100),01/13/2023 at 11:18:11 AM (GMT+0100),Security Patch Installation,"""150634"": ""Security Patch Installation"","
150637,Oracle WebLogic Server Multiple Vulnerabilities (CPUJAN2023),"Remote Discovery, Patch Available",Web Application,"CVE-2023-21842,CVE-2023-21841,CVE-2023-21839,CVE-2023-21838,CVE-2023-21837",CPUJAN2023,"6,4","7,5",,01/25/2023 at 07:04:47 AM (GMT+0100),01/25/2023 at 06:34:38 AM (GMT+0100),Security Patch Installation,"""150637"": ""Security Patch Installation"","
150638,WordPress Ninja Forms Plugin: Deserialization Vulnerability (CVE-2022-2903),"Remote Discovery, Patch Available",Web Application,CVE-2022-2903,WPScan Advisory,"6,5","7,2",,01/20/2023 at 01:07:33 PM (GMT+0100),01/20/2023 at 09:52:58 AM (GMT+0100),Security Patch Installation,"""150638"": ""Security Patch Installation"","
150639,WordPress Booster for Woocommerce Plugin: Reflected Cross-Site Scripting Vulnerability(CVE-2022-4227),"Remote Discovery, Patch Available",Web Application,CVE-2022-4227,WPScan,"6,4","6,1",,01/25/2023 at 11:03:30 AM (GMT+0100),01/25/2023 at 06:33:06 AM (GMT+0100),Security Patch Installation,"""150639"": ""Security Patch Installation"","
150640,Apache HTTP Server Prior to 2.4.55 Multiple Security Vulnerabilities,"Remote Discovery, Patch Available",Web Application,"CVE-2022-36760,CVE-2022-37436,CVE-2006-20001",Apache HTTP Server,5,9,,02/01/2023 at 03:42:38 AM (GMT+0100),01/31/2023 at 07:01:35 AM (GMT+0100),Security Patch Installation,"""150640"": ""Security Patch Installation"","
150641,Cacti Unauthenticated Command Injection Vulnerability (CVE-2022-46169),"Remote Discovery, Patch Available",Web Application,CVE-2022-46169,Cacti Security Advisory,10,"9,8",,02/17/2023 at 01:05:16 AM (GMT+0100),01/27/2023 at 05:40:30 AM (GMT+0100),Security Patch Installation,"""150641"": ""Security Patch Installation"","
150642,Control Web Panel 7 (CWP7) Unauthenticated Remote Code Execution (RCE) Vulnerability (CVE-2022-44877),"Remote Discovery, Patch Available",Web Application,CVE-2022-44877,Control Web Panel Changelog,10,"9,8",,02/07/2023 at 03:22:07 AM (GMT+0100),02/06/2023 at 08:32:25 AM (GMT+0100),Security Patch Installation,"""150642"": ""Security Patch Installation"","
150643,Atlassian Jira Server and Data Center Server-Side Request Forgery (SSRF) Vulnerability (CVE-2022-26135),"Remote Discovery, Patch Available",Web Application,CVE-2022-26135,Atlassian Jira Security Advisory,4,"6,5",,02/16/2023 at 01:04:13 PM (GMT+0100),02/16/2023 at 09:26:26 AM (GMT+0100),Security Patch Installation,"""150643"": ""Security Patch Installation"","
150644,Grafana Stored Cross-Site Scripting (XSS) Vulnerability (CVE-2022-23552),"Remote Discovery, Patch Available",Web Application,CVE-2022-23552,Github,4,"5,4",,02/10/2023 at 01:04:21 PM (GMT+0100),02/10/2023 at 07:21:18 AM (GMT+0100),Security Patch Installation,"""150644"": ""Security Patch Installation"","
150645,Grafana Spoofing originalUrl of snapshots Vulnerability (CVE-2022-39324),"Remote Discovery, Patch Available",Web Application,CVE-2022-39324,Grafana,5,"3,5",,02/10/2023 at 01:04:23 PM (GMT+0100),02/10/2023 at 07:21:44 AM (GMT+0100),Security Patch Installation,"""150645"": ""Security Patch Installation"","
150646,WordPress Booster for Woocommerce Plugin: Cross-Site Resource Forgery (CSRF) Vulnerability(CVE-2022-4017),"Remote Discovery, Patch Available",Web Application,CVE-2022-4017,WPScan,10,"8,8",,02/13/2023 at 07:05:49 AM (GMT+0100),02/13/2023 at 07:01:01 AM (GMT+0100),Security Patch Installation,"""150646"": ""Security Patch Installation"","
150647,dotCMS Authenticated Directory Traversal Vulnerability (CVE-2022-45783),"Remote Discovery, Patch Available",Web Application,CVE-2022-45783,SI-67,9,"6,5",,02/17/2023 at 11:24:23 AM (GMT+0100),02/16/2023 at 07:06:00 AM (GMT+0100),Security Patch Installation,"""150647"": ""Security Patch Installation"","
150648,dotCMS Denial of Service (DoS) Vulnerability (CVE-2022-37034),"Remote Discovery, Patch Available",Web Application,CVE-2022-37034,SI-65,5,"5,3",,02/16/2023 at 01:04:12 PM (GMT+0100),02/16/2023 at 07:06:12 AM (GMT+0100),Security Patch Installation,"""150648"": ""Security Patch Installation"","
150649,dotCMS Server-Side Request Forgery Vulnerability (CVE-2022-37033),"Remote Discovery, Patch Available",Web Application,CVE-2022-37033,SI-64,"7,8","6,5",,02/17/2023 at 01:04:41 PM (GMT+0100),02/17/2023 at 08:10:08 AM (GMT+0100),Security Patch Installation,"""150649"": ""Security Patch Installation"","
150650,Grafana Sensitive Information Disclosure Vulnerability (CVE-2022-23498),"Remote Discovery, Patch Available",Web Application,CVE-2022-23498,Github,10,"8,8",,02/22/2023 at 01:05:16 PM (GMT+0100),02/22/2023 at 07:33:17 AM (GMT+0100),Security Patch Installation,"""150650"": ""Security Patch Installation"","
150651,Joomla! Core Webservice Endpoints Improper access control Vulnerability (CVE-2023-23752),"Remote Discovery, Patch Available",Web Application,CVE-2023-23752,Joomla! Security,5,"5,3",,02/25/2023 at 04:12:54 AM (GMT+0100),02/22/2023 at 09:51:52 AM (GMT+0100),Security Patch Installation,"""150651"": ""Security Patch Installation"","
150652,WordPress Clean Login Plugin: Stored Cross Site Scripting Vulnerability (CVE-2022-4838),"Remote Discovery, Patch Available",Web Application,CVE-2022-4838,WPScan,"5,5","5,4",,02/22/2023 at 01:03:55 PM (GMT+0100),02/22/2023 at 07:35:00 AM (GMT+0100),Security Patch Installation,"""150652"": ""Security Patch Installation"","
150653,PHP Incorrect Calculation of Buffer Size Vulnerability (CVE-2023-0568),"Remote Discovery, Patch Available",Web Application,CVE-2023-0568,Sec Bug 81746,10,"8,1",,03/04/2023 at 04:15:44 AM (GMT+0100),03/03/2023 at 07:47:10 AM (GMT+0100),Security Patch Installation,"""150653"": ""Security Patch Installation"","
150654,PHP Denial of Service Vulnerability (CVE-2023-0662),"Remote Discovery, Patch Available",Web Application,CVE-2023-0662,Github Advisory,"7,8","7,5",,03/03/2023 at 07:06:35 PM (GMT+0100),03/03/2023 at 07:46:42 AM (GMT+0100),Security Patch Installation,"""150654"": ""Security Patch Installation"","
150655,phpMyAdmin Cross Site Scripting (XSS) Vulnerability (CVE-2023-25727),"Remote Discovery, Patch Available",Web Application,CVE-2023-25727,PMASA-2023-1,"5,5","5,4",,03/06/2023 at 01:05:01 PM (GMT+0100),03/06/2023 at 07:55:59 AM (GMT+0100),Security Patch Installation,"""150655"": ""Security Patch Installation"","
150656,"WordPress ShopLentor Plugin: Multiple Vulnerabilities (CVE-2023-0231,CVE-2023-0232)","Remote Discovery, Patch Available",Web Application,"CVE-2023-0231,CVE-2023-0232",WPScan,10,"9,8",,03/10/2023 at 03:23:00 AM (GMT+0100),03/09/2023 at 06:31:35 AM (GMT+0100),Security Patch Installation,"""150656"": ""Security Patch Installation"","
150657,ZK Framework - Authentication Bypass Vulnerability (CVE-2022-36537),"Remote Discovery, Patch Available",Web Application,CVE-2022-36537,ZK-5150,"7,8","7,5",,03/15/2023 at 07:05:46 PM (GMT+0100),03/15/2023 at 01:35:30 PM (GMT+0100),Security Patch Installation,"""150657"": ""Security Patch Installation"","
150658,"WordPress All in One SEO Pack Plugin: Multiple Stored Cross-Site Scripting Vulnerabilities (CVE-2023-0585,CVE-2023-0586)","Remote Discovery, Patch Available",Web Application,"CVE-2023-0585,CVE-2023-0586",AIOSEO,"5,5","5,4",,03/15/2023 at 01:03:51 PM (GMT+0100),03/15/2023 at 07:55:43 AM (GMT+0100),Security Patch Installation,"""150658"": ""Security Patch Installation"","
150659,"Grafana Multiple Stored Cross-Site Scripting Vulnerabilities (CVE-2023-0594,CVE-2023-0507)","Remote Discovery, Patch Available",Web Application,"CVE-2023-0594,CVE-2023-0507","CVE-2023-0594,CVE-2023-0507","5,5","5,4",,03/15/2023 at 01:03:53 PM (GMT+0100),03/15/2023 at 07:55:57 AM (GMT+0100),Security Patch Installation,"""150659"": ""Security Patch Installation"","
150660,Apache HTTP Server Prior to 2.4.56 Multiple Security Vulnerabilities,"Remote Discovery, Patch Available",Web Application,"CVE-2023-25690,CVE-2023-27522",Apache HTTP Server,"9,4","9,8",,03/18/2023 at 03:22:36 AM (GMT+0100),03/17/2023 at 01:35:41 PM (GMT+0100),Security Patch Installation,"""150660"": ""Security Patch Installation"","
150661,WordPress WooCommerce PDF Invoices and Packing Slips Plugin: Cross-Site Request Forgery Vulnerability (CVE-2022-47148),"Remote Discovery, Patch Available",Web Application,CVE-2022-47148,Patchstack,"6,4","4,3",,03/23/2023 at 07:05:18 AM (GMT+0100),03/23/2023 at 06:53:57 AM (GMT+0100),Security Patch Installation,"""150661"": ""Security Patch Installation"","
150662,Apache Tomcat Information Disclosure Vulnerability (CVE-2023-28708),"Remote Discovery, Patch Available",Web Application,CVE-2023-28708,Apache Tomcat,5,"4,3",,03/30/2023 at 08:04:20 AM (GMT+0200),03/30/2023 at 06:48:45 AM (GMT+0200),Security Patch Installation,"""150662"": ""Security Patch Installation"","
150663,PHP Buffer Overflow Vulnerability (CVE-2022-37454),"Remote Discovery, Patch Available",Web Application,CVE-2022-37454,Sec Bug 81738,10,"9,8",,03/31/2023 at 04:47:11 AM (GMT+0200),03/30/2023 at 06:52:05 AM (GMT+0200),Security Patch Installation,"""150663"": ""Security Patch Installation"","
150664,"Microsoft Exchange Server Multiple Vulnerabilities (ProxyNotShell) (CVE-2022-41040,CVE-2022-41082)","Remote Discovery, Patch Available, Malware Associated",Web Application,"CVE-2022-41040,CVE-2022-41082",Microsoft Security Advisory,10,"8,8",,03/30/2023 at 02:06:26 PM (GMT+0200),03/30/2023 at 10:53:44 AM (GMT+0200),Security Patch Installation,"""150664"": ""Security Patch Installation"","
150665,MinIO Information Disclosure Vulnerability (CVE-2023-28432),"Remote Discovery, Patch Available",Web Application,CVE-2023-28432,Github,"7,8","7,5",,03/30/2023 at 08:04:57 AM (GMT+0200),03/30/2023 at 07:10:24 AM (GMT+0200),Security Patch Installation,"""150665"": ""Security Patch Installation"","
151000,Vulnerable JavaScript Library Detected - AngularJS,Remote Discovery,Web Application,CVE-2020-7676,,"3,5","5,4",,01/17/2023 at 11:04:08 AM (GMT+0100),12/19/2022 at 07:02:15 AM (GMT+0100),Workaround,"""151000"": ""Workaround"","
151001,Vulnerable JavaScript Library Detected - Backbone,Remote Discovery,Web Application,CVE-2016-10537,,"3,5","5,4",,01/17/2023 at 11:04:08 AM (GMT+0100),12/19/2022 at 07:02:26 AM (GMT+0100),Workaround,"""151001"": ""Workaround"","
151002,Vulnerable JavaScript Library Detected - Bootstrap,Remote Discovery,Web Application,"CVE-2018-14041,CVE-2018-14040,CVE-2018-14042,CVE-2019-8331",,"4,3","6,1",,01/17/2023 at 11:04:08 AM (GMT+0100),12/19/2022 at 07:02:38 AM (GMT+0100),Workaround,"""151002"": ""Workaround"","
151003,Vulnerable JavaScript Library Detected - CKEditor,Remote Discovery,Web Application,"CVE-2014-5191,CVE-2020-9281,CVE-2020-9440",,"4,3","6,1",,01/17/2023 at 11:04:01 AM (GMT+0100),12/19/2022 at 07:02:55 AM (GMT+0100),Workaround,"""151003"": ""Workaround"","
151006,Vulnerable JavaScript Library Detected - Dojo,Remote Discovery,Web Application,"CVE-2010-2276,CVE-2010-2272,CVE-2010-2274,CVE-2010-2273,CVE-2010-2275,CVE-2008-6681,CVE-2018-15494,CVE-2020-5258",,10,"9,8",,01/27/2023 at 03:14:51 AM (GMT+0100),12/19/2022 at 07:03:22 AM (GMT+0100),Workaround,"""151006"": ""Workaround"","
151008,Vulnerable JavaScript Library Detected - DWR,Remote Discovery,Web Application,CVE-2014-5326,,"4,3","6,5",,01/16/2023 at 01:04:57 PM (GMT+0100),12/19/2022 at 07:03:50 AM (GMT+0100),Workaround,"""151008"": ""Workaround"","
151009,Vulnerable JavaScript Library Detected - easyXDM,Remote Discovery,Web Application,"CVE-2013-5212,CVE-2014-1403",,"4,3","6,1",,01/17/2023 at 11:04:08 AM (GMT+0100),12/27/2022 at 10:49:34 AM (GMT+0100),Workaround,"""151009"": ""Workaround"","
151011,Vulnerable JavaScript Library Detected - Ext JS,Remote Discovery,Web Application,CVE-2018-8046,,"4,3","6,1",,01/17/2023 at 11:04:08 AM (GMT+0100),12/19/2022 at 07:04:34 AM (GMT+0100),Workaround,"""151011"": ""Workaround"","
151013,Vulnerable JavaScript Library Detected - Handlebars,Remote Discovery,Web Application,CVE-2019-19919,,"7,5","9,8",,01/27/2023 at 03:23:14 AM (GMT+0100),12/19/2022 at 07:05:04 AM (GMT+0100),Workaround,"""151013"": ""Workaround"","
151014,Vulnerable JavaScript Library Detected - jPlayer,Remote Discovery,Web Application,"CVE-2013-2022,CVE-2013-1942,CVE-2013-2023",,"4,3","6,5",,01/16/2023 at 01:04:57 PM (GMT+0100),12/19/2022 at 07:05:18 AM (GMT+0100),Workaround,"""151014"": ""Workaround"","
151015,Vulnerable JavaScript Library Detected - jQuery,Remote Discovery,Web Application,"CVE-2013-2023,CVE-2011-4969,CVE-2015-9251,CVE-2019-11358,CVE-2020-11022",,"4,3","6,1",,01/17/2023 at 11:04:08 AM (GMT+0100),12/19/2022 at 07:05:31 AM (GMT+0100),Workaround,"""151015"": ""Workaround"","
151018,Vulnerable JavaScript Library Detected - jQuery PrettyPhoto,Remote Discovery,Web Application,CVE-2013-6837,,"4,3","6,5",,01/16/2023 at 07:03:54 PM (GMT+0100),12/19/2022 at 07:06:09 AM (GMT+0100),Workaround,"""151018"": ""Workaround"","
151019,Vulnerable JavaScript Library Detected - jQuery UI,Remote Discovery,Web Application,"CVE-2013-6837,CVE-2021-41182,CVE-2021-41183,CVE-2021-41184,CVE-2022-31160",,"4,3","6,1",,01/17/2023 at 11:03:59 AM (GMT+0100),12/19/2022 at 07:06:37 AM (GMT+0100),Workaround,"""151019"": ""Workaround"","
151020,Vulnerable JavaScript Library Detected - Underscore.js,Remote Discovery,Web Application,CVE-2021-23358,,"6,5","7,2",,02/27/2023 at 01:05:30 PM (GMT+0100),02/27/2023 at 08:55:25 AM (GMT+0100),Workaround,"""151020"": ""Workaround"","
151024,Vulnerable JavaScript Library Detected - Lodash,Remote Discovery,Web Application,"CVE-2021-23337,CVE-2020-8203",,"6,5","7,4",,01/16/2023 at 01:16:01 PM (GMT+0100),12/19/2022 at 07:07:44 AM (GMT+0100),Workaround,"""151024"": ""Workaround"","
151025,Vulnerable JavaScript Library Detected - Moment.js,Remote Discovery,Web Application,"CVE-2016-4055,CVE-2017-18214,CVE-2022-24785,CVE-2022-31129",,5,"7,5",,01/12/2023 at 08:32:45 PM (GMT+0100),12/19/2022 at 07:08:02 AM (GMT+0100),Workaround,"""151025"": ""Workaround"","
151028,Vulnerable JavaScript Library Detected - Next.js,Remote Discovery,Web Application,CVE-2021-37699,,"5,8","6,1",,01/17/2023 at 01:04:44 PM (GMT+0100),12/19/2022 at 07:08:36 AM (GMT+0100),Workaround,"""151028"": ""Workaround"","
151029,Vulnerable JavaScript Library Detected - Plupload,Remote Discovery,Web Application,"CVE-2012-2401,CVE-2013-0237,CVE-2016-4566",,5,"6,1",,01/17/2023 at 11:04:08 AM (GMT+0100),12/19/2022 at 07:08:55 AM (GMT+0100),Workaround,"""151029"": ""Workaround"","
151030,Vulnerable JavaScript Library Detected - Prototype,Remote Discovery,Web Application,CVE-2008-7220,,"7,5","6,5",,01/17/2023 at 05:00:29 PM (GMT+0100),12/19/2022 at 07:09:21 AM (GMT+0100),Workaround,"""151030"": ""Workaround"","
151031,Vulnerable JavaScript Library Detected - React,Remote Discovery,Web Application,CVE-2018-6341,,"4,3","6,1",,01/17/2023 at 01:04:44 PM (GMT+0100),12/19/2022 at 07:09:38 AM (GMT+0100),Workaround,"""151031"": ""Workaround"","
151034,Vulnerable JavaScript Library Detected - TinyMCE,Remote Discovery,Web Application,CVE-2011-4825,,"7,5","6,5",,01/17/2023 at 05:00:28 PM (GMT+0100),12/19/2022 at 07:09:57 AM (GMT+0100),Workaround,"""151034"": ""Workaround"","
151035,Vulnerable JavaScript Library Detected - URI.js,Remote Discovery,Web Application,CVE-2021-3647,,"5,8","6,1",,01/17/2023 at 01:04:44 PM (GMT+0100),12/19/2022 at 07:10:12 AM (GMT+0100),Workaround,"""151035"": ""Workaround"","
151038,Vulnerable JavaScript Library Detected - YUI,Remote Discovery,Web Application,"CVE-2010-4207,CVE-2010-4208,CVE-2010-4209,CVE-2010-4710,CVE-2012-5881,CVE-2012-5882,CVE-2012-5883,CVE-2013-4939,CVE-2013-4940,CVE-2013-4941,CVE-2013-4942",,"4,3","6,5",,01/17/2023 at 01:04:44 PM (GMT+0100),12/19/2022 at 07:10:42 AM (GMT+0100),Workaround,"""151038"": ""Workaround"","
154128,WordPress Unauthenticated Blind SSRF Via DNS Rebinding Vulnerability (CVE-2022-3590),Remote Discovery,Web Application,CVE-2022-3590,,"7,8","5,9",,01/02/2023 at 01:06:31 PM (GMT+0100),01/02/2023 at 07:19:38 AM (GMT+0100),Workaround,"""154128"": ""Workaround"","
154129,WordPress wp-cron Denial of Service (DoS) Vulnerability (CVE-2023-22622),Remote Discovery,Web Application,CVE-2023-22622,,"7,8","5,3",,02/03/2023 at 04:11:48 AM (GMT+0100),01/13/2023 at 11:19:22 AM (GMT+0100),Workaround,"""154129"": ""Workaround"","
